term,score,polarity,freq_misogynistic,freq_non_misogynistic,total_freq,log_ratio
esfreg,1.9671,misogynistic,4,6,10,0.8204
turist,1.9671,misogynistic,4,6,10,0.8204
sug,1.9671,misogynistic,4,6,10,0.8204
apedrej,1.9671,misogynistic,4,6,10,0.8204
vem_fal,1.9671,misogynistic,4,6,10,0.8204
fod_filh,1.9671,misogynistic,4,6,10,0.8204
ordinár,1.9671,misogynistic,4,6,10,0.8204
ach_gost,1.9671,misogynistic,4,6,10,0.8204
exist_sim,1.9671,misogynistic,4,6,10,0.8204
nao_lembr,1.9671,misogynistic,4,6,10,0.8204
chilen,1.9671,misogynistic,4,6,10,0.8204
aind_quer,1.9671,misogynistic,4,6,10,0.8204
pod_pod,1.9671,misogynistic,4,6,10,0.8204
demasi,1.9671,misogynistic,4,6,10,0.8204
másc,1.9671,misogynistic,4,6,10,0.8204
absurd,1.9485,misogynistic,60,133,193,0.3699
verac,1.9416,misogynistic,3,4,7,0.9337
fard,1.9416,misogynistic,3,4,7,0.9337
vitim,1.9416,misogynistic,3,4,7,0.9337
açoit,1.9416,misogynistic,3,4,7,0.9337
espanc,1.9416,misogynistic,3,4,7,0.9337
op,1.9416,misogynistic,3,4,7,0.9337
usurp,1.9416,misogynistic,3,4,7,0.9337
discórd,1.9416,misogynistic,3,4,7,0.9337
ganânc,1.9416,misogynistic,3,4,7,0.9337
milic,1.9416,misogynistic,3,4,7,0.9337
barc,1.9416,misogynistic,3,4,7,0.9337
alfabet,1.9416,misogynistic,3,4,7,0.9337
bostonar,1.9416,misogynistic,3,4,7,0.9337
terri,1.9416,misogynistic,3,4,7,0.9337
caíd,1.9416,misogynistic,3,4,7,0.9337
cabul,1.9416,misogynistic,3,4,7,0.9337
deturp,1.9416,misogynistic,3,4,7,0.9337
vazi,1.9416,misogynistic,3,4,7,0.9337
deform,1.9416,misogynistic,3,4,7,0.9337
sbt,1.9416,misogynistic,3,4,7,0.9337
múm,1.9416,misogynistic,3,4,7,0.9337
prevalec,1.9416,misogynistic,3,4,7,0.9337
eleit,1.9208,misogynistic,16,32,48,0.4935
hom_branc,1.8755,misogynistic,9,17,26,0.5691
brasil_vai,1.8755,misogynistic,9,17,26,0.5691
burr_pra,1.8755,misogynistic,9,17,26,0.5691
moral_pra,1.848,misogynistic,8,15,23,0.5815
pun,1.8447,misogynistic,13,26,39,0.5001
cot,1.8447,misogynistic,13,26,39,0.5001
piad,1.8183,misogynistic,7,13,20,0.5972
possu,1.8183,misogynistic,7,13,20,0.5972
piriguet,1.8183,misogynistic,7,13,20,0.5972
construç,1.8183,misogynistic,7,13,20,0.5972
homofob,1.814,misogynistic,16,33,49,0.4637
vac,1.8092,misogynistic,29,63,92,0.3992
presid_repúbl,1.7858,misogynistic,6,11,17,0.6178
pár,1.7858,misogynistic,6,11,17,0.6178
simil,1.7858,misogynistic,6,11,17,0.6178
franç,1.7858,misogynistic,6,11,17,0.6178
orient,1.7858,misogynistic,6,11,17,0.6178
pov_brasil,1.7697,misogynistic,18,38,56,0.4377
destru,1.7665,misogynistic,30,66,96,0.3861
país,1.7613,misogynistic,144,346,490,0.2843
dirig,1.7547,misogynistic,14,29,43,0.4637
minor,1.7521,misogynistic,10,20,30,0.5102
celebr,1.7494,misogynistic,5,9,14,0.646
banan,1.7494,misogynistic,5,9,14,0.646
tod_gent,1.7494,misogynistic,5,9,14,0.646
continu_assim,1.7494,misogynistic,5,9,14,0.646
fal_faz,1.7494,misogynistic,5,9,14,0.646
feliz_pra,1.7494,misogynistic,5,9,14,0.646
ach_mulh,1.7494,misogynistic,5,9,14,0.646
pit,1.7494,misogynistic,5,9,14,0.646
complex,1.7494,misogynistic,5,9,14,0.646
squad,1.7494,misogynistic,5,9,14,0.646
naçã,1.743,misogynistic,29,64,93,0.3837
devolv,1.722,misogynistic,13,27,40,0.4637
miser,1.716,misogynistic,9,18,27,0.515
mamad,1.7067,misogynistic,4,7,11,0.6868
enterr,1.7067,misogynistic,4,7,11,0.6868
violent,1.7067,misogynistic,4,7,11,0.6868
sarr,1.7067,misogynistic,4,7,11,0.6868
tol,1.7067,misogynistic,4,7,11,0.6868
rai,1.7067,misogynistic,4,7,11,0.6868
car_aind,1.7067,misogynistic,4,7,11,0.6868
gleis,1.6766,misogynistic,8,16,24,0.5209
gay,1.6578,misogynistic,58,136,194,0.3144
ach_burr,1.6509,misogynistic,3,5,8,0.7514
mulh_outr,1.6509,misogynistic,3,5,8,0.7514
tav_gord,1.6509,misogynistic,3,5,8,0.7514
deix_burr,1.6509,misogynistic,3,5,8,0.7514
mulh_us,1.6509,misogynistic,3,5,8,0.7514
pra_guerr,1.6509,misogynistic,3,5,8,0.7514
dia_pod,1.6509,misogynistic,3,5,8,0.7514
gordofob,1.6509,misogynistic,3,5,8,0.7514
ver_pesso,1.6509,misogynistic,3,5,8,0.7514
deu_cri,1.6509,misogynistic,3,5,8,0.7514
agreg,1.6509,misogynistic,3,5,8,0.7514
fei_tav,1.6509,misogynistic,3,5,8,0.7514
femin_capach,1.6509,misogynistic,3,5,8,0.7514
irôn,1.6509,misogynistic,3,5,8,0.7514
faz_sab,1.6509,misogynistic,3,5,8,0.7514
merend,1.6509,misogynistic,3,5,8,0.7514
ach_pov,1.6509,misogynistic,3,5,8,0.7514
foss,1.6509,misogynistic,3,5,8,0.7514
colh_plant,1.6509,misogynistic,3,5,8,0.7514
delinqu,1.6509,misogynistic,3,5,8,0.7514
esper_dia,1.6509,misogynistic,3,5,8,0.7514
menin_us,1.6509,misogynistic,3,5,8,0.7514
pint_cabel,1.6509,misogynistic,3,5,8,0.7514
desej_feliz,1.6509,misogynistic,3,5,8,0.7514
falt_respeit,1.6509,misogynistic,3,5,8,0.7514
menin_dev,1.6509,misogynistic,3,5,8,0.7514
quant_gent,1.6509,misogynistic,3,5,8,0.7514
ter_gost,1.6509,misogynistic,3,5,8,0.7514
trabalh_fic,1.6509,misogynistic,3,5,8,0.7514
deix_tud,1.6509,misogynistic,3,5,8,0.7514
bct,1.6509,misogynistic,3,5,8,0.7514
conhec_min,1.6509,misogynistic,3,5,8,0.7514
prá,1.6509,misogynistic,3,5,8,0.7514
patrã,1.6509,misogynistic,3,5,8,0.7514
diz_nao,1.6509,misogynistic,3,5,8,0.7514
usu,1.6509,misogynistic,3,5,8,0.7514
bonit_mex,1.6509,misogynistic,3,5,8,0.7514
dev_deix,1.6509,misogynistic,3,5,8,0.7514
bolsonar_pra,1.6509,misogynistic,3,5,8,0.7514
homenag,1.6509,misogynistic,3,5,8,0.7514
qu_cham,1.6509,misogynistic,3,5,8,0.7514
cuid_própr,1.6509,misogynistic,3,5,8,0.7514
mulh_sab,1.6509,misogynistic,3,5,8,0.7514
brasil_tod,1.6509,misogynistic,3,5,8,0.7514
agend_femin,1.6509,misogynistic,3,5,8,0.7514
burr_faz,1.6509,misogynistic,3,5,8,0.7514
hábit,1.6509,misogynistic,3,5,8,0.7514
pra_presid,1.6509,misogynistic,3,5,8,0.7514
ideolog_gêner,1.6509,misogynistic,3,5,8,0.7514
brasil_mud,1.6509,misogynistic,3,5,8,0.7514
ach_rac,1.6509,misogynistic,3,5,8,0.7514
tosc,1.6509,misogynistic,3,5,8,0.7514
imediat,1.6509,misogynistic,3,5,8,0.7514
mulh_nasc,1.6509,misogynistic,3,5,8,0.7514
mex_coraçã,1.6509,misogynistic,3,5,8,0.7514
produz_refugi,1.6509,misogynistic,3,5,8,0.7514
fát_bern,1.6509,misogynistic,3,5,8,0.7514
pra_danç,1.6509,misogynistic,3,5,8,0.7514
mulh_fal,1.6509,misogynistic,3,5,8,0.7514
assim_pra,1.6509,misogynistic,3,5,8,0.7514
crech,1.6509,misogynistic,3,5,8,0.7514
direit_igual,1.6509,misogynistic,3,5,8,0.7514
fei_falt,1.6509,misogynistic,3,5,8,0.7514
brasil_brasil,1.6509,misogynistic,3,5,8,0.7514
fic_cmg,1.6509,misogynistic,3,5,8,0.7514
batom,1.6509,misogynistic,3,5,8,0.7514
gasolin,1.6509,misogynistic,3,5,8,0.7514
sej,1.6509,misogynistic,3,5,8,0.7514
brasil_am,1.6509,misogynistic,3,5,8,0.7514
din,1.6509,misogynistic,3,5,8,0.7514
ruim_ter,1.6509,misogynistic,3,5,8,0.7514
cavalh,1.6509,misogynistic,3,5,8,0.7514
contr_comun,1.6509,misogynistic,3,5,8,0.7514
democrac_brasil,1.6509,misogynistic,3,5,8,0.7514
defend_mulh,1.6509,misogynistic,3,5,8,0.7514
madur,1.6328,misogynistic,7,14,21,0.5282
cois_dess,1.6328,misogynistic,7,14,21,0.5282
útil,1.6328,misogynistic,7,14,21,0.5282
brasil_precis,1.607,misogynistic,10,21,31,0.4637
nao_pod,1.607,misogynistic,10,21,31,0.4637
paté,1.5835,misogynistic,6,12,18,0.5378
contr_mulh,1.5835,misogynistic,6,12,18,0.5378
fio,1.5835,misogynistic,6,12,18,0.5378
propag,1.5835,misogynistic,6,12,18,0.5378
misericórd,1.5614,misogynistic,9,19,28,0.4637
burc,1.5605,misogynistic,12,26,38,0.426
suav,1.5573,misogynistic,2,3,5,0.8692
frei,1.5573,misogynistic,2,3,5,0.8692
vê,1.5573,misogynistic,2,3,5,0.8692
dol,1.5573,misogynistic,2,3,5,0.8692
ida,1.5573,misogynistic,2,3,5,0.8692
devast,1.5573,misogynistic,2,3,5,0.8692
genr,1.5573,misogynistic,2,3,5,0.8692
oxi,1.5573,misogynistic,2,3,5,0.8692
biz,1.5573,misogynistic,2,3,5,0.8692
benefic,1.5573,misogynistic,2,3,5,0.8692
legist,1.5573,misogynistic,2,3,5,0.8692
histér,1.5573,misogynistic,2,3,5,0.8692
suicid,1.5573,misogynistic,2,3,5,0.8692
campu,1.5573,misogynistic,2,3,5,0.8692
crime,1.5573,misogynistic,2,3,5,0.8692
tendenci,1.5573,misogynistic,2,3,5,0.8692
chec,1.5573,misogynistic,2,3,5,0.8692
filha,1.5573,misogynistic,2,3,5,0.8692
extint,1.5573,misogynistic,2,3,5,0.8692
fogu,1.5573,misogynistic,2,3,5,0.8692
espant,1.5573,misogynistic,2,3,5,0.8692
tipic,1.5573,misogynistic,2,3,5,0.8692
vêl,1.5573,misogynistic,2,3,5,0.8692
qie,1.5573,misogynistic,2,3,5,0.8692
dizim,1.5573,misogynistic,2,3,5,0.8692
demostr,1.5573,misogynistic,2,3,5,0.8692
austral,1.5573,misogynistic,2,3,5,0.8692
incômod,1.5573,misogynistic,2,3,5,0.8692
globonew,1.5573,misogynistic,2,3,5,0.8692
sena,1.5573,misogynistic,2,3,5,0.8692
réu,1.5573,misogynistic,2,3,5,0.8692
contamin,1.5573,misogynistic,2,3,5,0.8692
vampir,1.5573,misogynistic,2,3,5,0.8692
índ,1.5573,misogynistic,2,3,5,0.8692
piup,1.5573,misogynistic,2,3,5,0.8692
assemble,1.5573,misogynistic,2,3,5,0.8692
defend,1.5565,misogynistic,72,174,246,0.2825
pod_tud,1.5269,misogynistic,5,10,15,0.5507
imor,1.5269,misogynistic,5,10,15,0.5507
sangr,1.5269,misogynistic,5,10,15,0.5507
roubalh,1.5269,misogynistic,5,10,15,0.5507
lament,1.5263,misogynistic,19,43,62,0.3684
igualdad,1.5108,misogynistic,8,17,25,0.4637
bab,1.5053,misogynistic,16,36,52,0.3791
argentin,1.5053,misogynistic,16,36,52,0.3791
isl,1.4794,misogynistic,35,83,118,0.3095
deput,1.4678,misogynistic,52,126,178,0.2829
ric,1.4619,misogynistic,24,56,80,0.3327
mart,1.4596,misogynistic,4,8,12,0.5691
esquerd_qu,1.4596,misogynistic,4,8,12,0.5691
vergonh_nacion,1.4596,misogynistic,4,8,12,0.5691
atroc,1.4596,misogynistic,4,8,12,0.5691
esquerd_esquerd,1.4596,misogynistic,4,8,12,0.5691
cabelud,1.4596,misogynistic,4,8,12,0.5691
apropri,1.4596,misogynistic,4,8,12,0.5691
pra_namor,1.4596,misogynistic,4,8,12,0.5691
vam_par,1.4596,misogynistic,4,8,12,0.5691
cois_hom,1.4596,misogynistic,4,8,12,0.5691
vai_pag,1.4596,misogynistic,4,8,12,0.5691
fal_mont,1.4596,misogynistic,4,8,12,0.5691
pod_diz,1.4596,misogynistic,4,8,12,0.5691
sent_fri,1.4596,misogynistic,4,8,12,0.5691
saudit,1.4596,misogynistic,4,8,12,0.5691
cert_mulh,1.4596,misogynistic,4,8,12,0.5691
penetr,1.4596,misogynistic,4,8,12,0.5691
encost,1.4596,misogynistic,4,8,12,0.5691
mexic,1.4596,misogynistic,4,8,12,0.5691
ter_vergonh,1.4596,misogynistic,4,8,12,0.5691
mulh_negr,1.4596,misogynistic,4,8,12,0.5691
esquerd_perd,1.4596,misogynistic,4,8,12,0.5691
tod_paut,1.4596,misogynistic,4,8,12,0.5691
suc,1.4596,misogynistic,4,8,12,0.5691
castr,1.4596,misogynistic,4,8,12,0.5691
burr_demal,1.4596,misogynistic,4,8,12,0.5691
pra_fei,1.4596,misogynistic,4,8,12,0.5691
protest_nunc,1.4596,misogynistic,4,8,12,0.5691
defend_tod,1.4596,misogynistic,4,8,12,0.5691
frequent,1.4596,misogynistic,4,8,12,0.5691
arranj,1.4539,misogynistic,7,15,22,0.4637
aberr,1.406,misogynistic,16,37,53,0.3525
garr,1.3891,misogynistic,6,13,19,0.4637
grev,1.3891,misogynistic,6,13,19,0.4637
categor,1.3891,misogynistic,6,13,19,0.4637
sab_bem,1.3891,misogynistic,6,13,19,0.4637
assedi,1.3891,misogynistic,6,13,19,0.4637
pass_hor,1.3891,misogynistic,6,13,19,0.4637
maldad,1.3891,misogynistic,6,13,19,0.4637
monstr,1.3853,misogynistic,11,25,36,0.3837
faz_brasil,1.3752,misogynistic,3,6,9,0.5972
arreg,1.3752,misogynistic,3,6,9,0.5972
robô,1.3752,misogynistic,3,6,9,0.5972
domin_mund,1.3752,misogynistic,3,6,9,0.5972
culh,1.3752,misogynistic,3,6,9,0.5972
ent_pod,1.3752,misogynistic,3,6,9,0.5972
lind_maravilh,1.3752,misogynistic,3,6,9,0.5972
entend_porqu,1.3752,misogynistic,3,6,9,0.5972
doi_tip,1.3752,misogynistic,3,6,9,0.5972
contr_bolsonar,1.3752,misogynistic,3,6,9,0.5972
sensacion,1.3752,misogynistic,3,6,9,0.5972
capim,1.3752,misogynistic,3,6,9,0.5972
pro_fic,1.3752,misogynistic,3,6,9,0.5972
pig,1.3752,misogynistic,3,6,9,0.5972
faz_filh,1.3752,misogynistic,3,6,9,0.5972
desment,1.3752,misogynistic,3,6,9,0.5972
tod_igual,1.3752,misogynistic,3,6,9,0.5972
âns,1.3752,misogynistic,3,6,9,0.5972
vid_int,1.3752,misogynistic,3,6,9,0.5972
tont,1.3752,misogynistic,3,6,9,0.5972
vergonh_dess,1.3752,misogynistic,3,6,9,0.5972
play,1.3752,misogynistic,3,6,9,0.5972
pens_dess,1.3752,misogynistic,3,6,9,0.5972
led_nagl,1.3752,misogynistic,3,6,9,0.5972
estupid,1.3752,misogynistic,3,6,9,0.5972
poe,1.3752,misogynistic,3,6,9,0.5972
quer_filh,1.3752,misogynistic,3,6,9,0.5972
enc,1.3752,misogynistic,3,6,9,0.5972
valent,1.3752,misogynistic,3,6,9,0.5972
prend_lul,1.3752,misogynistic,3,6,9,0.5972
desnecessár,1.3752,misogynistic,3,6,9,0.5972
sab_porqu,1.3752,misogynistic,3,6,9,0.5972
vai_trabalh,1.3695,misogynistic,13,30,43,0.3619
revolt,1.3601,misogynistic,15,35,50,0.3459
dram,1.3501,misogynistic,8,18,26,0.4096
poli,1.3501,misogynistic,8,18,26,0.4096
meg,1.3501,misogynistic,8,18,26,0.4096
doutrin,1.3501,misogynistic,8,18,26,0.4096
pra_min,1.3501,misogynistic,8,18,26,0.4096
valoriz,1.3501,misogynistic,8,18,26,0.4096
fals,1.3439,misogynistic,43,106,149,0.2682
imigr,1.3164,misogynistic,12,28,40,0.3545
mérit,1.3137,misogynistic,5,11,16,0.4637
horror,1.3137,misogynistic,5,11,16,0.4637
branquel,1.3137,misogynistic,5,11,16,0.4637
paut_esquerd,1.3137,misogynistic,5,11,16,0.4637
insan,1.3137,misogynistic,5,11,16,0.4637
quer_com,1.3137,misogynistic,5,11,16,0.4637
coméd,1.3137,misogynistic,5,11,16,0.4637
faz_protest,1.3137,misogynistic,5,11,16,0.4637
cois_ruim,1.3137,misogynistic,5,11,16,0.4637
cal_boc,1.3084,misogynistic,16,38,54,0.3265
vergonh_car,1.281,misogynistic,7,16,23,0.4031
impun,1.281,misogynistic,7,16,23,0.4031
irá,1.265,misogynistic,9,21,30,0.3684
gerent,1.2571,misogynistic,2,4,6,0.646
feic,1.2571,misogynistic,2,4,6,0.646
óbv,1.2571,misogynistic,2,4,6,0.646
tat,1.2571,misogynistic,2,4,6,0.646
tirad,1.2571,misogynistic,2,4,6,0.646
azeit,1.2571,misogynistic,2,4,6,0.646
lary,1.2571,misogynistic,2,4,6,0.646
tob,1.2571,misogynistic,2,4,6,0.646
sic,1.2571,misogynistic,2,4,6,0.646
desconstruç,1.2571,misogynistic,2,4,6,0.646
rihann,1.2571,misogynistic,2,4,6,0.646
sirir,1.2571,misogynistic,2,4,6,0.646
aud,1.2571,misogynistic,2,4,6,0.646
vulg,1.2571,misogynistic,2,4,6,0.646
msn,1.2571,misogynistic,2,4,6,0.646
golf,1.2571,misogynistic,2,4,6,0.646
charlat,1.2571,misogynistic,2,4,6,0.646
azuil,1.2571,misogynistic,2,4,6,0.646
imatur,1.2571,misogynistic,2,4,6,0.646
malafa,1.2571,misogynistic,2,4,6,0.646
beck,1.2571,misogynistic,2,4,6,0.646
sel,1.2571,misogynistic,2,4,6,0.646
olg,1.2571,misogynistic,2,4,6,0.646
compreend,1.2571,misogynistic,2,4,6,0.646
lomb,1.2571,misogynistic,2,4,6,0.646
intitul,1.2571,misogynistic,2,4,6,0.646
whindersson,1.2571,misogynistic,2,4,6,0.646
contin,1.2571,misogynistic,2,4,6,0.646
migr,1.2571,misogynistic,2,4,6,0.646
bec,1.2571,misogynistic,2,4,6,0.646
patric,1.2571,misogynistic,2,4,6,0.646
pachec,1.2571,misogynistic,2,4,6,0.646
setúb,1.2571,misogynistic,2,4,6,0.646
ferrament,1.2571,misogynistic,2,4,6,0.646
meiod,1.2571,misogynistic,2,4,6,0.646
mint,1.2571,misogynistic,2,4,6,0.646
fakenew,1.2571,misogynistic,2,4,6,0.646
duplic,1.2571,misogynistic,2,4,6,0.646
dao,1.2571,misogynistic,2,4,6,0.646
usufru,1.2571,misogynistic,2,4,6,0.646
desavis,1.2571,misogynistic,2,4,6,0.646
tecn,1.2571,misogynistic,2,4,6,0.646
ppr,1.2571,misogynistic,2,4,6,0.646
hospíci,1.2571,misogynistic,2,4,6,0.646
estági,1.2571,misogynistic,2,4,6,0.646
chines,1.2571,misogynistic,2,4,6,0.646
anorex,1.2571,misogynistic,2,4,6,0.646
inúmer,1.2571,misogynistic,2,4,6,0.646
fotográf,1.2571,misogynistic,2,4,6,0.646
acamp,1.2571,misogynistic,2,4,6,0.646
fusc,1.2571,misogynistic,2,4,6,0.646
problematiz,1.2571,misogynistic,2,4,6,0.646
natash,1.2571,misogynistic,2,4,6,0.646
espum,1.2571,misogynistic,2,4,6,0.646
michel,1.2571,misogynistic,2,4,6,0.646
repreend,1.2571,misogynistic,2,4,6,0.646
automatic,1.2571,misogynistic,2,4,6,0.646
abrig,1.2571,misogynistic,2,4,6,0.646
dossi,1.2571,misogynistic,2,4,6,0.646
gleic,1.2571,misogynistic,2,4,6,0.646
fi,1.2571,misogynistic,2,4,6,0.646
bus,1.2571,misogynistic,2,4,6,0.646
bemv,1.2571,misogynistic,2,4,6,0.646
larápi,1.2571,misogynistic,2,4,6,0.646
mongolóid,1.2571,misogynistic,2,4,6,0.646
pib,1.2571,misogynistic,2,4,6,0.646
self,1.2571,misogynistic,2,4,6,0.646
oval,1.2571,misogynistic,2,4,6,0.646
cadastr,1.2571,misogynistic,2,4,6,0.646
iiiih,1.2571,misogynistic,2,4,6,0.646
lai,1.2571,misogynistic,2,4,6,0.646
encharc,1.2571,misogynistic,2,4,6,0.646
excre,1.2571,misogynistic,2,4,6,0.646
reajust,1.2571,misogynistic,2,4,6,0.646
jêni,1.2571,misogynistic,2,4,6,0.646
prec,1.2571,misogynistic,2,4,6,0.646
misera,1.2571,misogynistic,2,4,6,0.646
boçal,1.2571,misogynistic,2,4,6,0.646
plagi,1.2571,misogynistic,2,4,6,0.646
bolív,1.2571,misogynistic,2,4,6,0.646
ri,1.2571,misogynistic,2,4,6,0.646
apaix,1.2571,misogynistic,2,4,6,0.646
parcer,1.2571,misogynistic,2,4,6,0.646
vix,1.2571,misogynistic,2,4,6,0.646
prum,1.2571,misogynistic,2,4,6,0.646
inset,1.2571,misogynistic,2,4,6,0.646
fábi,1.2571,misogynistic,2,4,6,0.646
doa,1.2571,misogynistic,2,4,6,0.646
moder,1.2571,misogynistic,2,4,6,0.646
mbl,1.2571,misogynistic,2,4,6,0.646
bêicon,1.2571,misogynistic,2,4,6,0.646
amorrr,1.2571,misogynistic,2,4,6,0.646
chumb,1.2571,misogynistic,2,4,6,0.646
meud,1.2571,misogynistic,2,4,6,0.646
cuc,1.2571,misogynistic,2,4,6,0.646
revolv,1.2571,misogynistic,2,4,6,0.646
ofeg,1.2571,misogynistic,2,4,6,0.646
carneir,1.2571,misogynistic,2,4,6,0.646
deton,1.2571,misogynistic,2,4,6,0.646
iggy,1.2571,misogynistic,2,4,6,0.646
procri,1.2571,misogynistic,2,4,6,0.646
flávi,1.2571,misogynistic,2,4,6,0.646
dia_fal,1.2237,misogynistic,4,9,13,0.4637
boa_sort,1.2237,misogynistic,4,9,13,0.4637
dess_menin,1.2237,misogynistic,4,9,13,0.4637
deu_livr,1.2237,misogynistic,4,9,13,0.4637
adeu,1.2237,misogynistic,4,9,13,0.4637
idolatr,1.2237,misogynistic,4,9,13,0.4637
corromp,1.2237,misogynistic,4,9,13,0.4637
afront,1.2237,misogynistic,4,9,13,0.4637
ter_nasc,1.2237,misogynistic,4,9,13,0.4637
fal_dia,1.2237,misogynistic,4,9,13,0.4637
derram,1.2237,misogynistic,4,9,13,0.4637
carnav,1.2047,misogynistic,14,34,48,0.3095
march,1.2017,misogynistic,6,14,20,0.3947
gast_dinh,1.2017,misogynistic,6,14,20,0.3947
intervenç,1.2017,misogynistic,6,14,20,0.3947
sed,1.2017,misogynistic,6,14,20,0.3947
tpm,1.2017,misogynistic,6,14,20,0.3947
aind_gent,1.2017,misogynistic,6,14,20,0.3947
gráv,1.1941,misogynistic,10,24,34,0.3359
acolh,1.194,misogynistic,8,19,27,0.3583
imprens,1.1939,misogynistic,44,112,156,0.2361
pass_vergonh,1.1831,misogynistic,19,47,66,0.2814
estúp,1.1227,misogynistic,9,22,31,0.3239
piroc,1.1227,misogynistic,9,22,31,0.3239
pen,1.1222,misogynistic,88,232,320,0.1944
pres,1.118,misogynistic,75,197,272,0.1993
preg,1.1134,misogynistic,7,17,24,0.3459
ral,1.1134,misogynistic,7,17,24,0.3459
hist,1.1134,misogynistic,7,17,24,0.3459
chav,1.1134,misogynistic,7,17,24,0.3459
mij,1.1119,misogynistic,3,7,10,0.4637
ter_dinh,1.1119,misogynistic,3,7,10,0.4637
íntegr,1.1119,misogynistic,3,7,10,0.4637
mun,1.1119,misogynistic,3,7,10,0.4637
conquist_nad,1.1119,misogynistic,3,7,10,0.4637
co_bem,1.1119,misogynistic,3,7,10,0.4637
sei_nad,1.1119,misogynistic,3,7,10,0.4637
canh,1.1119,misogynistic,3,7,10,0.4637
nunc_prot,1.1119,misogynistic,3,7,10,0.4637
varg,1.1119,misogynistic,3,7,10,0.4637
tromb,1.1119,misogynistic,3,7,10,0.4637
misér,1.1119,misogynistic,3,7,10,0.4637
isenç,1.1119,misogynistic,3,7,10,0.4637
futebol_feminin,1.1119,misogynistic,3,7,10,0.4637
tod_lug,1.1119,misogynistic,3,7,10,0.4637
dand_pra,1.1119,misogynistic,3,7,10,0.4637
madrast,1.1119,misogynistic,3,7,10,0.4637
perd_tod,1.1119,misogynistic,3,7,10,0.4637
difícil_pra,1.1119,misogynistic,3,7,10,0.4637
esmag,1.1119,misogynistic,3,7,10,0.4637
indivídu,1.1119,misogynistic,3,7,10,0.4637
pens_melhor,1.1119,misogynistic,3,7,10,0.4637
pra_defend,1.1119,misogynistic,3,7,10,0.4637
post_cois,1.1119,misogynistic,3,7,10,0.4637
fát,1.1119,misogynistic,3,7,10,0.4637
perd_faz,1.1119,misogynistic,3,7,10,0.4637
isl_relig,1.1119,misogynistic,3,7,10,0.4637
esquerd_faz,1.1119,misogynistic,3,7,10,0.4637
fantas,1.1119,misogynistic,3,7,10,0.4637
emm,1.1119,misogynistic,3,7,10,0.4637
prot,1.1119,misogynistic,3,7,10,0.4637
suéc,1.1119,misogynistic,3,7,10,0.4637
fic_gord,1.1119,misogynistic,3,7,10,0.4637
gent_branc,1.1119,misogynistic,3,7,10,0.4637
exceç,1.1119,misogynistic,3,7,10,0.4637
nao_gost,1.1119,misogynistic,3,7,10,0.4637
nucle,1.1119,misogynistic,3,7,10,0.4637
amig_fal,1.1119,misogynistic,3,7,10,0.4637
opos,1.1119,misogynistic,3,7,10,0.4637
mei_rua,1.1119,misogynistic,3,7,10,0.4637
rein,1.1089,misogynistic,5,12,17,0.3837
revoluç,1.1089,misogynistic,5,12,17,0.3837
analfabet,1.1089,misogynistic,5,12,17,0.3837
me,1.1089,misogynistic,5,12,17,0.3837
sinistr,1.1089,misogynistic,5,12,17,0.3837
mal_am,1.1089,misogynistic,5,12,17,0.3837
brux,1.1089,misogynistic,5,12,17,0.3837
etc,1.1007,misogynistic,14,35,49,0.2814
abort,1.0813,misogynistic,17,43,60,0.263
lob,1.0423,misogynistic,8,20,28,0.3095
risc,1.0423,misogynistic,8,20,28,0.3095
carn,1.0418,misogynistic,21,54,75,0.2406
velh,1.0274,misogynistic,80,214,294,0.1807
parabém_pra,1.0205,misogynistic,6,15,21,0.3302
desvi,1.0205,misogynistic,6,15,21,0.3302
serv_pra,1.0205,misogynistic,6,15,21,0.3302
típic,1.0205,misogynistic,6,15,21,0.3302
espírit,1.0205,misogynistic,6,15,21,0.3302
exp,1.0205,misogynistic,6,15,21,0.3302
poder,1.0205,misogynistic,6,15,21,0.3302
usa,1.0034,misogynistic,32,84,116,0.2107
tic,0.9976,misogynistic,4,10,14,0.3684
menin_pra,0.9976,misogynistic,4,10,14,0.3684
part_dess,0.9976,misogynistic,4,10,14,0.3684
fart,0.9976,misogynistic,4,10,14,0.3684
cristian,0.9976,misogynistic,4,10,14,0.3684
lauren,0.9976,misogynistic,4,10,14,0.3684
fei_ach,0.9976,misogynistic,4,10,14,0.3684
birr,0.9976,misogynistic,4,10,14,0.3684
isil,0.9976,misogynistic,4,10,14,0.3684
chernobyl,0.9976,misogynistic,4,10,14,0.3684
elit,0.9976,misogynistic,4,10,14,0.3684
opres,0.9976,misogynistic,4,10,14,0.3684
prez,0.9976,misogynistic,4,10,14,0.3684
selv,0.9976,misogynistic,4,10,14,0.3684
dit,0.9926,misogynistic,23,60,83,0.224
conserv,0.9838,misogynistic,9,23,32,0.2814
comum,0.9838,misogynistic,9,23,32,0.2814
tutel,0.9642,misogynistic,2,5,7,0.4637
abat,0.9642,misogynistic,2,5,7,0.4637
trajetór,0.9642,misogynistic,2,5,7,0.4637
leal,0.9642,misogynistic,2,5,7,0.4637
elev,0.9642,misogynistic,2,5,7,0.4637
vinganç,0.9642,misogynistic,2,5,7,0.4637
global,0.9642,misogynistic,2,5,7,0.4637
enquadr,0.9642,misogynistic,2,5,7,0.4637
inv,0.9642,misogynistic,2,5,7,0.4637
atra,0.9642,misogynistic,2,5,7,0.4637
